province_state,country_region,date,confirmed,deaths,recovered,active
Hong Kong,China,2022-03-15,647631,4568,,
Hong Kong,China,2022-06-10,1217510,9390,,
Hong Kong,China,2021-05-04,11790,210,11451,129
Hong Kong,China,2020-10-11,5182,105,4919,158
Hong Kong,China,2020-10-14,5201,105,4932,164
Hong Kong,China,2022-05-30,1212370,9378,,
Hong Kong,China,2020-08-09,4079,52,2847,1180
Hong Kong,China,2022-03-14,635675,4279,,
Beijing,China,2022-11-19,6578,10,,
Hong Kong,China,2022-11-19,2028945,10586,,
Hong Kong,China,2020-08-06,3849,46,2458,1345
Hong Kong,China,2020-12-05,6802,112,5511,1179
Hong Kong,China,2021-07-07,11945,212,11643,90
Hong Kong,China,2022-04-22,1200908,9227,,
Shanghai,China,2022-04-22,39645,43,,
Hong Kong,China,2020-12-08,7075,112,5696,1267
Hong Kong,China,2022-09-22,1731026,9934,,
Hong Kong,China,2021-02-07,10635,186,9887,562
Hong Kong,China,2021-03-15,11311,203,10769,339
Hong Kong,China,2021-04-23,11727,209,11325,193
Hong Kong,China,2021-09-23,12169,213,,
Hong Kong,China,2022-08-29,1522460,9668,,
Hong Kong,China,2021-08-15,12033,212,,
Hong Kong,China,2020-11-29,6238,109,5340,789
Hong Kong,China,2021-12-27,12598,213,,
Hong Kong,China,2022-11-03,1933080,10428,,
Hong Kong,China,2020-10-27,5308,105,5053,150
Hong Kong,China,2021-05-31,11841,210,11572,59
Hong Kong,China,2021-01-27,10282,175,9162,945
Hong Kong,China,2022-01-11,12809,213,,
Hong Kong,China,2022-08-14,1417022,9565,,
Hong Kong,China,2020-07-17,1655,10,1254,391
Hong Kong,China,2022-07-06,1259094,9406,,
Hong Kong,China,2021-12-12,12488,213,,
Hong Kong,China,2022-10-23,1875601,10326,,
Hong Kong,China,2021-11-04,12359,213,,
Hong Kong,China,2020-11-16,5466,108,5198,160
Hong Kong,China,2021-11-21,12401,213,,
Hong Kong,China,2022-10-22,1870066,10322,,
Hong Kong,China,2022-09-26,1749534,10128,,
Hong Kong,China,2022-05-18,1209397,9365,,
Shanghai,China,2022-05-18,62433,587,,
Hong Kong,China,2020-08-23,4682,77,4018,587
Hong Kong,China,2021-07-03,11939,211,11634,94
Hong Kong,China,2021-03-03,11046,200,10578,268
Hong Kong,China,2022-01-26,13262,213,,
Hong Kong,China,2022-08-16,1427080,9580,,
Hong Kong,China,2021-03-11,11150,203,10694,253
Hong Kong,China,2021-08-28,12100,212,,
Hong Kong,China,2022-04-08,1185727,8643,,
Hong Kong,China,2020-11-03,5345,105,5109,131
Hong Kong,China,2021-08-13,12030,212,,
Hong Kong,China,2022-05-03,1205083,9325,,
Shanghai,China,2022-05-03,59607,497,,
Hong Kong,China,2021-01-23,10009,168,8998,843
Hong Kong,China,2022-04-24,1201860,9249,,
Shanghai,China,2022-04-24,43782,94,,
Hong Kong,China,2021-07-18,11958,212,11682,64
Hong Kong,China,2021-03-18,11350,203,10824,323
Hong Kong,China,2020-12-31,8846,148,7813,885
Hong Kong,China,2020-10-31,5323,105,5089,129
Hong Kong,China,2020-08-03,3589,38,2037,1514
Hong Kong,China,2021-09-07,12129,212,,
Hong Kong,China,2021-02-08,10667,186,9918,563
Hong Kong,China,2022-07-30,1349360,9502,,
Hong Kong,China,2022-03-30,1150769,7706,,
Hong Kong,China,2021-02-09,10693,188,9976,529
Hong Kong,China,2021-05-07,11801,210,11473,118
Hong Kong,China,2020-11-23,5701,108,5267,326
Hong Kong,China,2022-02-05,14488,213,,
Hong Kong,China,2021-11-20,12399,213,,
Hong Kong,China,2022-07-22,1313478,9454,,
Hong Kong,China,2021-05-15,11821,210,11522,89
Hong Kong,China,2022-06-12,1219175,9390,,
Hong Kong,China,2021-01-15,9452,161,8684,607
Hong Kong,China,2021-10-10,12261,213,,
Hong Kong,China,2021-03-27,11445,205,11040,200
Hong Kong,China,2022-07-07,1262122,9407,,
Hong Kong,China,2021-11-05,12360,213,,
Hong Kong,China,2022-02-20,22468,288,,
Hong Kong,China,2022-05-20,1209931,9370,,
Shanghai,China,2022-05-20,62607,588,,
Hubei,China,2020-04-02,67802,3199,63471,1132
Hong Kong,China,2022-09-27,1753201,10134,,
Hong Kong,China,2021-08-25,12074,212,,
Hong Kong,China,2021-10-29,12342,213,,
Hong Kong,China,2020-07-26,2633,18,1495,1120
Henan,China,2022-12-01,7352,23,,
Hong Kong,China,2022-12-01,2128382,10762,,
Hong Kong,China,2020-11-07,5364,107,5139,118
Hong Kong,China,2022-02-23,28700,336,,
Hong Kong,China,2022-08-10,1397920,9554,,
Hong Kong,China,2022-10-27,1897693,10358,,
Hong Kong,China,2021-03-04,11055,201,10593,261
Hong Kong,China,2021-06-16,11881,210,11601,70
Hong Kong,China,2022-05-13,1207963,9359,,
Shanghai,China,2022-05-13,61938,575,,
Hong Kong,China,2020-10-08,5161,105,4890,166
Hong Kong,China,2020-10-05,5124,105,4864,155
Hubei,China,2020-04-12,67803,3219,64281,303
Hong Kong,China,2022-10-28,1903349,10365,,
Hong Kong,China,2020-12-14,7623,120,6266,1237
Hong Kong,China,2022-03-04,403080,1554,,
Hong Kong,China,2022-08-03,1366918,9524,,
Hong Kong,China,2021-09-06,12123,212,,
Hong Kong,China,2021-01-01,8888,148,7912,828
Hong Kong,China,2021-06-22,11896,210,11618,68
Beijing,China,2022-11-20,6735,12,,
Hong Kong,China,2022-11-20,2036681,10599,,
Hong Kong,China,2021-12-01,12439,213,,
Hong Kong,China,2022-05-07,1206319,9344,,
Shanghai,China,2022-05-07,60585,543,,
Hong Kong,China,2021-02-18,10820,197,10298,325
Hong Kong,China,2022-03-10,575623,3150,,
Hong Kong,China,2021-03-26,11439,205,11023,211
Hong Kong,China,2020-09-17,4993,102,4682,209
Hong Kong,China,2022-08-31,1540803,9690,,
Hong Kong,China,2021-09-12,12145,212,,
Hong Kong,China,2020-07-23,2249,15,1379,855
Hong Kong,China,2020-08-12,4243,63,3189,991
Hong Kong,China,2021-05-08,11806,210,11486,110
Hong Kong,China,2022-11-14,1992218,10536,,
Hong Kong,China,2022-07-23,1317743,9461,,
Hong Kong,China,2022-11-15,1998169,10549,,
Hong Kong,China,2020-12-28,8671,141,7526,1004
Hong Kong,China,2022-06-27,1239750,9398,,
Hubei,China,2020-04-11,67803,3219,64264,320
Hong Kong,China,2022-01-10,12792,213,,
Hong Kong,China,2021-05-30,11837,210,11572,55
Hong Kong,China,2022-09-10,1642941,9788,,
Hong Kong,China,2021-10-25,12327,213,,
Hong Kong,China,2022-02-19,22128,258,,
Unknown,China,2022-02-19,0,18,,
Hong Kong,China,2021-04-20,11703,209,11287,207
Hong Kong,China,2021-03-12,11210,203,10711,296
Hong Kong,China,2021-01-29,10371,178,9302,891
Hong Kong,China,2021-10-09,12261,213,,
Hong Kong,China,2022-10-21,1864113,10315,,
Hong Kong,China,2021-03-02,11032,200,10563,269
Hong Kong,China,2021-12-15,12496,213,,
Hong Kong,China,2022-08-17,1432837,9584,,
Hong Kong,China,2021-06-10,11874,210,11590,74
Hong Kong,China,2020-09-02,4830,93,4401,336
Hong Kong,China,2022-04-25,1202291,9267,,
Shanghai,China,2022-04-25,46254,145,,
Hong Kong,China,2022-09-25,1745500,10116,,
Hong Kong,China,2021-07-19,11958,212,11686,60
Hong Kong,China,2022-04-07,1183235,8557,,
Hong Kong,China,2021-08-27,12094,212,,
Hong Kong,China,2022-11-17,2012877,10569,,
Hong Kong,China,2020-08-10,4148,55,2917,1176
Hubei,China,2020-04-07,67803,3212,64073,518
Hong Kong,China,2021-08-12,12025,212,,
Hubei,China,2020-04-08,67803,3213,64142,448
Hong Kong,China,2022-07-31,1353994,9503,,
Hong Kong,China,2022-04-10,1190183,8770,,
Hong Kong,China,2021-06-25,11909,211,11621,77
Hong Kong,China,2021-03-17,11340,203,10809,328
Hong Kong,China,2021-07-04,11942,211,11637,94
Hong Kong,China,2020-10-07,5143,105,4885,153
Hong Kong,China,2021-08-30,12110,212,,
Hong Kong,China,2021-05-16,11824,210,11525,89
Hong Kong,China,2022-06-13,1219912,9390,,
Hong Kong,China,2020-09-15,4975,102,4646,227
Hong Kong,China,2021-06-24,11905,210,11621,74
Hong Kong,China,2021-12-29,12618,213,,
Hong Kong,China,2020-09-21,5038,103,4717,218
Hong Kong,China,2020-08-26,4734,79,4161,494
Hong Kong,China,2021-05-17,11825,210,11531,84
Hong Kong,China,2021-06-30,11923,211,11630,82
Hong Kong,China,2021-01-04,9017,153,8055,809
Hong Kong,China,2022-05-05,1205717,9333,,
Shanghai,China,2022-05-05,60115,522,,
Hong Kong,China,2021-12-03,12448,213,,
Hong Kong,China,2022-10-19,1853287,10297,,
Hong Kong,China,2020-11-05,5355,107,5126,122
Hong Kong,China,2022-08-05,1376366,9531,,
Hong Kong,China,2022-05-22,1210396,9370,,
Shanghai,China,2022-05-22,62716,592,,
Hong Kong,China,2020-11-14,5444,108,5187,149
Hong Kong,China,2022-08-22,1464855,9610,,
Hong Kong,China,2021-12-20,12533,213,,
Hong Kong,China,2021-12-10,12482,213,,
Hong Kong,China,2021-03-07,11090,202,10629,259
Hong Kong,China,2021-08-23,12062,212,,
Hong Kong,China,2021-03-24,11419,204,10963,252
Hong Kong,China,2022-09-29,1761381,10153,,
Hong Kong,China,2022-03-12,610300,3729,,
Hong Kong,China,2022-08-12,1406735,9559,,
Hong Kong,China,2022-10-25,1886228,10343,,
Hubei,China,2020-03-13,67786,3062,51553,
Hong Kong,China,2021-05-27,11836,210,11561,65
Hong Kong,China,2022-04-29,1203847,9298,,
Shanghai,China,2022-04-29,56302,344,,
Hong Kong,China,2022-06-02,1213693,9380,,
Hong Kong,China,2022-02-09,15811,215,,
Hong Kong,China,2020-08-17,4524,69,3599,856
Hong Kong,China,2022-07-19,1301028,9444,,
Hong Kong,China,2021-03-13,11257,203,10738,316
Hong Kong,China,2022-02-15,19099,224,,
Hong Kong,China,2021-03-30,11461,205,11085,171
Hong Kong,China,2021-11-17,12391,213,,
Hong Kong,China,2021-08-17,12039,212,,
Hong Kong,China,2020-09-12,4938,100,4613,225
Hubei,China,2020-03-29,67801,3182,62570,2049
Beijing,China,2022-11-22,7405,12,,
Henan,China,2022-11-22,6054,23,,
Hong Kong,China,2022-11-22,2051106,10623,,
Hong Kong,China,2021-10-11,12268,213,,
Hong Kong,China,2022-09-20,1719349,9908,,
Hong Kong,China,2022-02-04,14235,213,,
Hubei,China,2020-03-16,67798,3099,55142,
Hong Kong,China,2021-05-06,11798,210,11468,120
Hong Kong,China,2020-07-31,3272,27,1751,1494
Hong Kong,China,2022-07-21,1309208,9448,,
Hong Kong,China,2022-02-21,26038,300,,
Hong Kong,China,2020-09-28,5075,105,4790,180
Hong Kong,China,2022-11-16,2004825,10557,,
Hong Kong,China,2021-12-14,12495,213,,
Hong Kong,China,2021-05-01,11782,210,11432,140
Hong Kong,China,2021-07-09,11949,212,11648,89
Hong Kong,China,2021-01-14,9414,161,8631,622
Hong Kong,China,2021-04-21,11704,209,11302,193
Hong Kong,China,2021-10-26,12330,213,,
Hong Kong,China,2022-06-28,1241435,9399,,
Hong Kong,China,2022-08-01,1358248,9509,,
Hong Kong,China,2022-11-01,1923126,10410,,
Hubei,China,2020-03-28,67801,3177,62098,2526
Hong Kong,China,2021-09-08,12131,212,,
Hong Kong,China,2021-06-11,11874,210,11593,71
Henan,China,2022-11-30,7277,23,,
Hong Kong,China,2022-11-30,2118245,10747,,
Hong Kong,China,2022-03-01,238377,990,,
Hong Kong,China,2022-06-26,1237877,9398,,
Hong Kong,China,2022-09-08,1623078,9769,,
Hong Kong,China,2020-12-12,7446,115,6114,1217
Hong Kong,China,2020-11-09,5380,107,5146,127
Hong Kong,China,2021-10-24,12323,213,,
Hong Kong,China,2021-11-18,12395,213,,
Hong Kong,China,2021-01-28,10321,177,9239,905
Hong Kong,China,2021-11-06,12367,213,,
Hong Kong,China,2022-07-08,1265067,9410,,
Hong Kong,China,2021-09-21,12166,213,,
Hong Kong,China,2022-03-16,662085,4847,,
Hong Kong,China,2020-08-19,4586,72,3779,735
Hong Kong,China,2022-05-16,1208740,9361,,
Shanghai,China,2022-05-16,62253,583,,
Hubei,China,2020-03-19,67800,3130,57682,
Hong Kong,China,2021-05-05,11796,210,11462,124
Hong Kong,China,2022-06-11,1218361,9390,,
Hong Kong,China,2021-07-05,11943,212,11638,93
Hong Kong,China,2021-04-11,11581,207,11206,168
Hong Kong,China,2022-01-01,12667,213,,
Hong Kong,China,2022-11-06,1947695,10470,,
Hong Kong,China,2022-02-18,21750,258,,
Hong Kong,China,2022-04-26,1202638,9274,,
Shanghai,China,2022-04-26,47915,197,,
Hong Kong,China,2021-05-28,11836,210,11565,61
Hong Kong,China,2020-10-12,5193,105,4921,167
Hong Kong,China,2022-05-08,1206585,9346,,
Shanghai,China,2022-05-08,60909,554,,
Hong Kong,China,2020-11-12,5430,108,5170,152
Hong Kong,China,2021-11-14,12381,213,,
Hong Kong,China,2022-10-08,1796924,10215,,
Hong Kong,China,2020-07-19,1655,10,1254,391
Hong Kong,China,2020-10-30,5320,105,5082,133
Hong Kong,China,2021-08-26,12077,212,,
Hong Kong,China,2022-09-28,1757112,10148,,
Hong Kong,China,2020-11-30,6314,109,5344,861
Hong Kong,China,2022-07-16,1290850,9433,,
Hong Kong,China,2022-08-11,1402296,9555,,
Hong Kong,China,2021-10-28,12337,213,,
Hong Kong,China,2021-03-05,11066,201,10604,261
Hong Kong,China,2020-09-14,4971,101,4635,235
Hong Kong,China,2021-09-05,12121,212,,
Hong Kong,China,2021-08-31,12112,212,,
Hong Kong,China,2021-02-26,10950,198,10493,259
Hubei,China,2020-03-20,67800,3133,58382,
Hong Kong,China,2021-01-21,9928,168,8865,766
Hong Kong,China,2020-11-02,5336,105,5102,129
Hong Kong,China,2020-12-19,8078,129,6737,1212
Hong Kong,China,2020-12-17,7899,125,6534,1240
Hong Kong,China,2022-03-05,440609,1774,,
Hong Kong,China,2021-03-25,11428,204,10994,230
Hong Kong,China,2020-11-17,5470,108,5212,150
Hong Kong,China,2020-10-02,5104,105,4843,156
Hong Kong,China,2022-02-22,28700,336,,
Hong Kong,China,2021-06-23,11898,210,11619,69
Hong Kong,China,2022-05-12,1207665,9356,,
Shanghai,China,2022-05-12,61743,574,,
Hong Kong,China,2021-04-19,11695,209,11274,212
Hong Kong,China,2020-08-07,3938,47,2620,1271
Hong Kong,China,2020-12-07,6975,112,5626,1237
Hong Kong,China,2021-05-22,11830,210,11550,70
Hong Kong,China,2021-04-14,11612,209,11237,166
Henan,China,2022-12-03,7508,23,,
Hong Kong,China,2022-12-03,2148489,10790,,
Hong Kong,China,2022-07-29,1344677,9498,,
Hong Kong,China,2021-11-27,12424,213,,
Hong Kong,China,2022-07-15,1287088,9432,,
Hong Kong,China,2022-09-02,1561290,9709,,
Hong Kong,China,2020-08-08,4007,47,2755,1205
Hong Kong,China,2020-11-24,5781,108,5274,399
Hong Kong,China,2022-01-20,12907,213,,
Hong Kong,China,2022-01-02,12664,213,,
Hong Kong,China,2022-10-15,1832284,10268,,
Hong Kong,China,2021-11-13,12380,213,,
Hong Kong,China,2022-08-23,1471509,9620,,
Hong Kong,China,2022-05-27,1211588,9375,,
Henan,China,2022-11-23,6169,23,,
Hong Kong,China,2022-11-23,2059091,10634,,
Hong Kong,China,2021-12-21,12541,213,,
Hong Kong,China,2020-11-11,5407,108,5159,140
Hong Kong,China,2022-06-30,1245797,9401,,
Hong Kong,China,2020-11-08,5374,107,5144,123
Hong Kong,China,2021-02-16,10796,195,10232,369
Hong Kong,China,2021-06-07,11865,210,11584,71
Hong Kong,China,2020-07-15,1588,10,1241,337
Hong Kong,China,2021-08-06,12004,212,,
Hong Kong,China,2021-09-14,12148,213,,
Hong Kong,China,2021-05-23,11832,210,11553,69
Hong Kong,China,2021-11-28,12427,213,,
Hong Kong,China,2022-09-03,1571716,9716,,
Hong Kong,China,2020-10-29,5313,105,5073,135
Hong Kong,China,2020-12-29,8724,143,7616,965
Hong Kong,China,2021-01-31,10452,181,9423,848
Hubei,China,2020-04-10,67803,3216,64236,351
Hong Kong,China,2022-05-11,1207371,9355,,
Shanghai,China,2022-05-11,61516,572,,
Hong Kong,China,2022-09-01,1551389,9701,,
Hong Kong,China,2022-08-06,1380968,9535,,
Hong Kong,China,2021-10-04,12230,213,,
Hong Kong,China,2022-07-13,1279840,9422,,
Hong Kong,China,2022-04-30,1204210,9308,,
Shanghai,China,2022-04-30,57552,391,,
Unknown,China,2022-04-30,736614,38,,
Hong Kong,China,2021-03-08,11099,202,10636,261
Hong Kong,China,2022-02-14,18494,221,,
Hong Kong,China,2021-05-24,11833,210,11556,67
Hong Kong,China,2020-08-24,4691,77,4052,562
Hong Kong,China,2021-11-11,12377,213,,
Hong Kong,China,2020-08-27,4755,81,4200,474
Henan,China,2022-11-26,6654,23,,
Hong Kong,China,2022-11-26,2086062,10672,,
Hong Kong,China,2021-08-07,12011,212,,
Hubei,China,2020-03-27,67801,3174,61732,2895
Hong Kong,China,2022-01-04,12690,213,,
Hong Kong,China,2021-02-15,10788,193,10207,388
Hong Kong,China,2021-06-06,11858,210,11584,64
Hong Kong,China,2020-07-22,2131,14,1344,773
Hubei,China,2020-03-24,67801,3160,60324,4317
Hong Kong,China,2021-10-01,12221,213,,
Hong Kong,China,2021-10-19,12301,213,,
Hong Kong,China,2022-06-03,1214192,9382,,
Hong Kong,China,2021-08-22,12057,212,,
Hubei,China,2020-04-16,67803,3222,64435,146
Hong Kong,China,2020-12-10,7291,114,5900,1277
Hong Kong,China,2021-04-18,11683,209,11270,204
Hong Kong,China,2020-10-09,5169,105,4906,158
Hong Kong,China,2021-07-12,11951,212,11662,77
Hong Kong,China,2020-09-30,5087,105,4827,155
Hong Kong,China,2022-04-15,1196284,9069,,
Hong Kong,China,2022-04-02,1167713,8061,,
Hubei,China,2020-03-17,67799,3111,56003,
Hong Kong,China,2020-09-29,5079,105,4807,167
Hong Kong,China,2022-02-27,171314,659,,
Hong Kong,China,2021-09-02,12113,212,,
Hong Kong,China,2021-11-25,12417,213,,
Hong Kong,China,2021-07-29,11982,212,11709,61
Hong Kong,China,2021-10-17,12294,213,,
Hong Kong,China,2021-08-20,12049,212,,
Hong Kong,China,2020-09-20,5032,103,4712,217
Hong Kong,China,2022-08-30,1531308,9681,,
Hubei,China,2020-03-30,67801,3186,62889,1726
Hong Kong,China,2021-06-15,11880,210,11601,69
Hong Kong,China,2022-05-21,1210159,9370,,
Shanghai,China,2022-05-21,62660,591,,
Hong Kong,China,2021-08-18,12042,212,,
Hong Kong,China,2021-02-19,10833,197,10329,307
Hong Kong,China,2021-09-13,12146,213,,
Hong Kong,China,2021-10-27,12335,213,,
Hong Kong,China,2022-06-29,1243439,9399,,
Hong Kong,China,2022-08-02,1362371,9520,,
Hong Kong,China,2021-07-01,11927,211,11631,85
Hong Kong,China,2022-07-24,1321993,9469,,
Hong Kong,China,2021-11-22,12404,213,,
Hong Kong,China,2020-07-30,3151,25,1660,1466
Hong Kong,China,2021-05-09,11807,210,11493,104
Hong Kong,China,2022-09-19,1713755,9901,,
Hong Kong,China,2020-09-24,5056,104,4758,194
Hong Kong,China,2020-08-30,4801,88,4320,393
Hong Kong,China,2020-07-29,3002,24,1591,1387
Hong Kong,China,2022-04-27,1203068,9282,,
Shanghai,China,2022-04-27,49521,245,,
Hong Kong,China,2021-04-12,11594,207,11214,173
Hong Kong,China,2021-05-29,11837,210,11571,56
Hong Kong,China,2022-11-13,1986204,10526,,
Hubei,China,2020-03-15,67794,3085,54288,
Hong Kong,China,2021-11-09,12369,213,,
Hubei,China,2020-03-26,67801,3169,61201,3431
Hong Kong,China,2020-09-07,4889,98,4524,267
Beijing,China,2022-11-21,7009,12,,
Henan,China,2022-11-21,6054,23,,
Hong Kong,China,2022-11-21,2043967,10610,,
Hong Kong,China,2022-07-17,1294336,9437,,
Hong Kong,China,2022-10-07,1792024,10202,,
Hong Kong,China,2022-11-07,1952893,10475,,
Hong Kong,China,2021-11-15,12387,213,,
Hong Kong,China,2022-02-17,20342,238,,
Hong Kong,China,2021-07-02,11938,211,11633,94
Hong Kong,China,2021-01-02,8923,150,7968,805
Hong Kong,China,2021-08-19,12047,212,,
Hong Kong,China,2020-12-24,8424,135,7203,1086
Hong Kong,China,2020-08-02,3511,35,1959,1517
Hong Kong,China,2021-01-22,9928,168,8948,812
Hong Kong,China,2022-03-25,1111629,6962,,
Hong Kong,China,2021-12-23,12550,213,,
Hong Kong,China,2021-03-19,11363,203,10837,323
Hong Kong,China,2021-02-02,10511,184,9549,778
Hong Kong,China,2021-04-27,11748,209,11379,160
Hong Kong,China,2022-05-29,1212095,9376,,
Hong Kong,China,2020-08-25,4710,78,4108,524
Hong Kong,China,2020-12-01,6396,109,5361,926
Hong Kong,China,2022-07-02,1250342,9405,,
Hong Kong,China,2022-01-09,12786,213,,
Hong Kong,China,2020-11-25,5866,108,5295,463
Hong Kong,China,2021-07-17,11956,212,11682,62
Hong Kong,China,2022-08-19,1445336,9597,,
Hong Kong,China,2021-06-09,11872,210,11587,75
Hong Kong,China,2022-01-15,12857,213,,
Hong Kong,China,2021-12-17,12513,213,,
Hong Kong,China,2021-01-17,9557,162,8758,637
Hong Kong,China,2022-04-05,1177814,8349,,
Hong Kong,China,2020-12-11,7377,114,5996,1267
Hong Kong,China,2020-08-15,4406,69,3488,849
Hong Kong,China,2021-07-24,11975,212,11696,67
Hong Kong,China,2022-09-05,1592420,9732,,
Hong Kong,China,2021-01-16,9502,162,8724,616
Hong Kong,China,2022-03-31,1157415,7825,,
Hong Kong,China,2022-01-22,12932,213,,
Hong Kong,China,2020-10-20,5261,105,4996,160
Hong Kong,China,2022-04-12,1193023,8886,,
Hong Kong,China,2021-02-24,10913,198,10461,254
Hubei,China,2020-04-15,67803,3222,64402,179
Hong Kong,China,2021-04-06,11531,205,11155,171
Henan,China,2022-11-29,7144,23,,
Hong Kong,China,2022-11-29,2109435,10731,,
Hong Kong,China,2022-06-21,1229209,9396,,
Hong Kong,China,2020-08-28,4768,84,4249,435
Hong Kong,China,2022-11-08,1957542,10479,,
Hong Kong,China,2022-06-15,1221808,9392,,
Hong Kong,China,2020-12-27,8610,137,7474,999
Hong Kong,China,2022-09-11,1651974,9799,,
Hong Kong,China,2021-10-03,12226,213,,
Hong Kong,China,2020-10-23,5284,105,5029,150
Hong Kong,China,2020-12-23,8353,133,7112,1108
Hubei,China,2020-04-03,67802,3203,63612,987
Hong Kong,China,2021-01-07,9107,154,8258,695
Hong Kong,China,2022-02-12,16719,219,,
Hong Kong,China,2022-10-29,1908732,10373,,
Hong Kong,China,2021-09-15,12149,213,,
Hong Kong,China,2021-07-27,11979,212,11705,62
Hong Kong,China,2022-03-07,496767,2287,,
Hong Kong,China,2020-10-15,5213,105,4943,165
Hong Kong,China,2022-06-20,1228011,9396,,
Hong Kong,China,2021-04-05,11524,205,11145,174
Hong Kong,China,2021-08-05,12002,212,,
Hong Kong,China,2020-11-28,6123,109,5328,686
Hong Kong,China,2021-12-30,12630,213,,
Hong Kong,China,2022-05-10,1207091,9352,,
Shanghai,China,2022-05-10,61372,567,,
Hong Kong,China,2021-01-30,10399,179,9362,858
Hong Kong,China,2021-02-17,10812,197,10270,345
Hong Kong,China,2021-06-17,11881,210,11603,68
Hong Kong,China,2021-09-30,12217,213,,
Hong Kong,China,2021-03-20,11371,203,10863,305
Hong Kong,China,2022-01-19,12880,213,,
Hong Kong,China,2022-10-31,1918708,10397,,
Hong Kong,China,2022-09-17,1700173,9868,,
Hong Kong,China,2021-04-29,11770,209,11404,157
Hong Kong,China,2021-09-29,12214,213,,
Hong Kong,China,2022-05-09,1206818,9347,,
Shanghai,China,2022-05-09,61143,560,,
Hong Kong,China,2022-08-09,1393327,9550,,
Hong Kong,China,2021-12-07,12471,213,,
Hong Kong,China,2020-08-11,4181,59,3052,1070
Hong Kong,China,2020-11-15,5458,108,5194,156
Hong Kong,China,2021-07-10,11950,212,11648,90
Hong Kong,China,2020-09-16,4984,102,4663,219
Hong Kong,China,2022-01-17,12867,213,,
Hong Kong,China,2021-06-02,11848,210,11576,62
Hong Kong,China,2021-12-31,12649,213,,
Hong Kong,China,2020-07-28,2884,23,1527,1334
Hong Kong,China,2021-06-18,11884,210,11608,66
Hong Kong,China,2020-11-27,6039,108,5313,618
Hong Kong,China,2020-10-16,5220,105,4951,164
Hong Kong,China,2022-01-18,12873,213,,
Hong Kong,China,2021-07-26,11978,212,11701,65
Hong Kong,China,2021-01-08,9152,155,8307,690
Hong Kong,China,2020-12-16,7803,123,6439,1241
Hong Kong,China,2022-03-06,471617,2007,,
Hong Kong,China,2022-03-23,1088150,6569,,
Hong Kong,China,2021-04-04,11508,205,11139,164
Hong Kong,China,2021-12-08,12471,213,,
Hong Kong,China,2021-04-03,11501,205,11133,163
Hong Kong,China,2022-06-18,1225408,9393,,
Hong Kong,China,2022-04-18,1198438,9159,,
Shanghai,China,2022-04-18,32584,17,,
Hong Kong,China,2021-10-16,12291,213,,
Hong Kong,China,2021-06-03,11849,210,11577,62
Hong Kong,China,2022-02-26,44386,577,,
Hong Kong,China,2021-09-01,12113,212,,
Hong Kong,China,2022-09-16,1691895,9852,,
Hong Kong,China,2021-07-28,11980,212,11707,61
Hong Kong,China,2020-09-19,5009,103,4708,198
Hong Kong,China,2022-10-16,1837848,10273,,
Hong Kong,China,2022-03-08,525242,2578,,
Hong Kong,China,2020-12-30,8778,147,7722,909
Hong Kong,China,2022-07-28,1339793,9493,,
Hong Kong,China,2022-02-11,16583,216,,
Hong Kong,China,2021-01-05,9049,153,8127,769
Hong Kong,China,2021-11-26,12421,213,,
Hong Kong,China,2020-08-14,4360,67,3392,901
Hong Kong,China,2022-11-10,1968307,10501,,
Hong Kong,China,2021-03-21,11379,203,10875,301
Hong Kong,China,2022-06-06,1215696,9386,,
Hong Kong,China,2020-10-19,5256,105,4982,169
Hong Kong,China,2021-12-04,12452,213,,
Hong Kong,China,2022-03-28,1136192,7420,,
Hong Kong,China,2022-05-01,1204510,9313,,
Shanghai,China,2022-05-01,59070,461,,
Hong Kong,China,2020-11-19,5491,108,5233,150
Hong Kong,China,2022-01-28,13533,213,,
Hong Kong,China,2021-07-21,11970,212,11688,70
Hong Kong,China,2022-11-18,2020885,10577,,
Hong Kong,China,2021-06-26,11911,210,11624,77
Hubei,China,2020-04-14,67803,3221,64363,219
Hong Kong,China,2022-02-06,14665,213,,
Hong Kong,China,2020-12-02,6499,110,5394,995
Hong Kong,China,2021-11-30,12436,213,,
Hong Kong,China,2022-09-21,1725036,9917,,
Hong Kong,China,2020-10-17,5237,105,4963,169
Hong Kong,China,2022-07-05,1256279,9405,,
Hong Kong,China,2021-09-24,12176,213,,
Hong Kong,China,2021-11-03,12352,213,,
Hong Kong,China,2022-03-13,623635,3993,,
Hong Kong,China,2021-03-16,11329,203,10786,340
Hong Kong,China,2020-07-24,2372,16,1407,949
Hong Kong,China,2022-07-20,1304833,9445,,
Hong Kong,China,2021-08-14,12032,212,,
Hong Kong,China,2021-12-28,12604,213,,
Hong Kong,China,2022-05-04,1205396,9328,,
Shanghai,China,2022-05-04,59870,510,,
Hong Kong,China,2022-01-12,12821,213,,
Hong Kong,China,2021-02-06,10608,186,9828,594
Hong Kong,China,2021-04-22,11718,209,11316,193
Hong Kong,China,2022-01-25,13181,213,,
Hong Kong,China,2022-08-15,1421918,9569,,
Hong Kong,China,2020-10-04,5113,105,4861,147
Hong Kong,China,2020-11-10,5389,108,5153,128
Hong Kong,China,2022-10-24,1881007,10333,,
Hong Kong,China,2021-09-09,12133,212,,
Hong Kong,China,2021-03-01,11019,200,10547,272
Hubei,China,2020-03-22,67800,3144,59433,5223
